Cell Line,Inhibitor,Run,Stimulus,Timepoint,AB1,AB2,AB3,AB4,AB5,AB6,AB7,AB8,AB9,AB10,AB11,AB12,AB13,AB14,AB15,AB16,AB17,AB18,AB19,AB20
inSilico,,A,loLIG1+loLIG2,4min,501.861052,434.069699,476.543555,612.836615,553.409739,498.509883,477.58563,636.834989,551.414256,452.715528,555.145555,464.506863,536.038414,497.822242,490.727962,494.984336,350.0951,755.278029,583.092715,516.286253
inSilico,,B,loLIG1+loLIG2,4min,596.541447,483.906969,443.333285,535.032211,479.232892,540.819964,497.079301,621.586107,585.618424,382.499185,684.533432,396.211314,521.306472,556.82772,384.872594,524.316143,569.727202,790.460706,621.861911,466.055302
inSilico,,C,loLIG1+loLIG2,4min,508.11936,479.680373,482.610113,544.150211,516.249289,477.734886,466.209609,614.077541,550.931031,454.992807,674.248075,559.385711,496.041979,464.056753,476.999997,455.473232,473.410579,860.871243,561.453295,437.971464
inSilico,,A,hiLIG1+hiLIG2,4min,607.486221,505.746031,468.000701,506.641365,752.792275,448.081389,607.356111,1068.210265,563.355338,705.712763,552.352862,768.265546,562.206788,506.507715,730.834879,781.641447,1075.18611,823.876444,715.054247,561.765893
inSilico,,B,hiLIG1+hiLIG2,4min,531.574236,474.04909,456.152511,407.161558,710.818264,489.094785,537.960706,1376.453837,527.691669,707.856242,506.605949,855.627415,603.861662,604.817511,820.947205,764.594943,951.592096,804.022582,902.786576,697.41242
inSilico,,C,hiLIG1+hiLIG2,4min,499.367594,524.111326,432.477442,447.404052,645.7862,582.987547,607.47816,1031.909181,520.85111,710.823971,620.645584,909.890993,511.585732,433.701401,798.807738,759.158339,811.624291,786.36607,871.802539,438.437385
inSilico,,A,hiLIG1+loLIG2,4min,521.726026,489.340723,527.14395,486.626317,880.41717,521.906233,492.223131,1279.09279,627.282624,457.281849,541.706893,821.696838,546.848189,522.888819,850.923009,792.04947,804.174995,777.4506,645.935503,455.103509
inSilico,,B,hiLIG1+loLIG2,4min,640.684968,458.441676,429.403696,463.143603,835.068589,545.043185,468.456016,1202.24593,511.40742,514.843463,545.131326,825.691782,492.694827,591.677218,833.123016,818.425977,706.64201,770.898608,775.148776,465.578744
inSilico,,C,hiLIG1+loLIG2,4min,515.237425,497.267139,431.611634,492.985425,780.045531,563.119711,557.549494,1173.438028,581.620272,503.499006,743.372644,855.749835,486.173268,612.327602,872.212372,878.784353,676.579419,700.024043,792.54574,489.467724
inSilico,,A,loLIG1+hiLIG2,4min,599.984193,588.131124,396.684121,606.180138,507.366241,548.195455,430.836304,526.138165,524.334382,549.965397,536.358047,482.993947,470.571738,509.894178,418.329162,489.74159,499.146401,873.523508,535.478174,679.901633
inSilico,,B,loLIG1+hiLIG2,4min,575.372277,537.864315,423.529177,655.638207,471.028807,532.320587,494.520686,511.981888,560.152914,610.554443,564.839457,506.653657,542.471752,516.747312,450.077204,512.704593,439.515548,774.486674,473.49846,651.064578
inSilico,,C,loLIG1+hiLIG2,4min,585.762378,636.593983,520.199187,577.967089,497.05103,439.445525,413.682914,589.084521,522.371181,603.156053,402.251035,446.489961,503.037237,495.061984,330.463292,479.443675,424.909776,751.937464,534.472052,701.929506
inSilico,,A,loLIG1,6min,512.108153,455.737905,509.241312,582.776489,533.48057,434.968603,487.581399,545.49242,579.471004,484.944471,715.881412,500.008819,551.68078,512.328375,480.854088,441.306047,497.20035,779.917194,528.3474,447.325396
inSilico,,B,loLIG1,6min,620.061771,518.246738,448.48754,558.771584,444.881829,533.99003,482.627453,551.934674,527.343865,461.626522,600.388699,473.107177,584.235538,465.132106,515.007006,462.867761,455.474207,806.277291,536.999515,468.443864
inSilico,,C,loLIG1,6min,530.338513,481.823338,461.837853,570.652759,495.893601,553.511314,400.71152,585.219173,654.068656,509.354735,715.196687,406.624752,479.193552,508.748445,456.237694,466.519332,444.852709,860.349655,514.286189,437.475605
inSilico,,A,hiLIG1,6min,557.057959,548.818385,516.261761,548.986916,799.588667,510.107143,509.320618,1096.901965,428.201231,540.811444,493.478397,832.424473,522.157336,578.797955,801.914299,452.989464,1225.332854,877.976324,852.932991,484.33072
inSilico,,B,hiLIG1,6min,644.505153,505.967753,466.070117,434.825253,813.901462,474.002708,556.529811,1202.594403,545.699287,536.136585,587.66553,999.595791,525.077374,654.097629,743.305904,414.916192,952.416657,736.061251,829.938408,503.675604
inSilico,,C,hiLIG1,6min,568.972977,588.427809,410.922652,421.19963,701.966419,478.199049,511.474011,910.374599,464.362242,522.940686,563.382234,800.912732,513.263195,511.352524,800.014172,440.300263,1009.877395,822.700962,794.771106,486.667242
inSilico,INH1,A,loLIG1,6min,435.939153,473.625787,487.216906,486.907172,483.265298,449.098144,475.363758,440.523949,508.805752,475.817116,434.168011,471.280576,633.456325,475.91489,491.174676,490.653156,524.162574,834.858253,428.814356,504.495983
inSilico,INH1,B,loLIG1,6min,428.219703,432.201972,457.893809,528.245037,456.679955,422.983609,511.027634,490.683307,490.145246,535.088966,440.031583,474.22636,556.330081,375.907871,501.819453,498.995153,476.160979,758.862495,414.19167,495.050544
inSilico,INH1,C,loLIG1,6min,473.62042,430.795752,506.476666,406.69896,419.804363,463.435137,494.388216,564.29305,528.409635,515.675751,411.064939,514.060285,599.840012,447.140596,439.897831,466.817615,577.48544,709.669596,425.384044,462.90018
inSilico,INH1,A,hiLIG1,6min,498.963973,429.160538,484.227222,584.53334,625.912399,487.551866,492.62264,618.780025,554.622351,406.92058,752.176694,457.445886,497.677191,575.609886,395.356514,501.47183,469.817344,787.531032,582.43001,451.750876
inSilico,INH1,B,hiLIG1,6min,478.952486,525.53942,519.985001,555.81566,456.138656,466.177986,456.477717,620.789699,590.408323,458.108281,697.362699,490.89876,485.313746,604.86727,388.851158,474.443987,560.200768,801.035092,556.530309,531.60363
inSilico,INH1,C,hiLIG1,6min,521.332726,407.635809,491.331986,595.005638,460.067991,407.703353,423.597701,524.570676,550.617181,535.618477,538.16302,474.878319,492.497409,527.455791,498.150089,532.335032,569.153239,784.412958,555.794543,447.935682
inSilico,INH2,A,loLIG1,6min,469.631823,414.274541,464.017828,566.472569,523.650125,472.789093,471.626428,656.789712,564.727228,470.300934,440.738484,477.232709,538.553284,423.516397,491.558419,386.781858,504.483713,712.742177,537.467883,585.268516
inSilico,INH2,B,loLIG1,6min,642.306968,431.644063,525.7929,565.379958,518.418674,440.922623,490.61556,636.384606,535.056146,428.911604,423.020906,410.14373,537.395431,487.412359,436.594789,464.994038,465.306906,811.113393,553.360472,458.781719
inSilico,INH2,C,loLIG1,6min,487.498984,522.971617,443.849496,526.545614,518.20053,462.28875,475.45123,655.643526,582.77559,443.219389,422.833204,509.082376,500.656007,588.261573,527.78239,448.106784,505.027306,780.498705,536.311235,508.756133
inSilico,INH2,A,hiLIG1,6min,457.883344,407.091246,527.872706,487.56101,471.596045,478.568155,533.620792,966.902135,511.051657,454.988125,534.213096,975.415934,484.927736,527.645001,827.285128,486.546324,527.546279,812.721919,760.252609,462.697228
inSilico,INH2,B,hiLIG1,6min,443.087386,468.923401,557.368105,483.782878,424.634878,477.107705,465.109127,770.694989,521.62032,449.272362,491.387075,1089.204477,506.516297,548.955498,853.059755,465.491586,484.224536,872.123846,732.770824,471.810519
inSilico,INH2,C,hiLIG1,6min,615.46131,462.014985,520.198731,517.937465,436.387351,496.288744,433.199255,820.997307,468.911531,505.439053,532.934173,936.108413,500.680512,610.864016,832.170758,476.894251,434.410299,785.51876,796.565127,553.059663
inSilico,INH3,A,loLIG1,6min,620.153972,420.82449,485.541845,529.510941,501.391815,1122.720098,465.987842,477.258665,518.016403,470.460137,674.309289,441.976978,625.112916,364.760939,403.965619,457.526174,462.10538,918.765009,430.887596,506.856608
inSilico,INH3,B,loLIG1,6min,549.350916,474.400262,457.369286,455.793318,568.960334,1064.255976,517.358468,526.009202,512.675632,483.920808,600.783779,479.893648,476.566898,378.162402,503.610596,570.557104,427.625487,804.918094,441.213303,476.422465
inSilico,INH3,C,loLIG1,6min,468.994725,569.753024,445.223536,457.908972,485.717965,994.306416,487.537511,439.408142,519.738073,465.333192,635.969111,454.922394,507.287215,443.61016,477.898596,472.042376,510.86563,801.308149,534.480581,446.970783
inSilico,INH3,A,hiLIG1,6min,608.924903,430.654176,475.254127,459.158839,800.724422,1721.035033,681.205211,460.967992,525.661489,498.092733,555.48457,787.569127,537.354509,427.192527,734.626833,414.770638,1110.481896,897.072358,432.709531,553.600468
inSilico,INH3,B,hiLIG1,6min,619.8033,459.346836,434.967893,467.741108,842.675884,1646.719779,703.10384,411.665993,547.681529,455.393754,635.051786,902.90686,463.429633,498.469036,883.432395,447.299551,1303.598362,723.469016,476.260704,518.143049
inSilico,INH3,C,hiLIG1,6min,658.250399,483.008938,440.62501,411.527662,828.379829,1929.708073,669.195377,429.750384,488.827968,464.929891,629.41306,778.145782,600.879056,562.337515,785.358098,477.040095,1007.493561,754.069321,502.758396,540.353743
inSilico,,A,loLIG2,6min,679.782612,439.424849,555.123433,535.983238,529.794702,464.849055,443.0302,673.621569,457.090026,500.540582,620.471187,534.356212,481.501057,481.083683,404.858745,436.450831,652.098116,831.457813,497.519996,475.259926
inSilico,,B,loLIG2,6min,535.905761,428.111734,576.795836,604.565677,420.780034,494.200461,470.126171,665.215405,453.517002,425.205027,582.873207,510.397474,533.522454,482.215844,459.139274,406.159377,448.765015,688.617899,565.288577,475.058715
inSilico,,C,loLIG2,6min,589.543032,501.831771,447.267468,526.401841,531.907686,452.722374,417.665054,661.865549,507.593093,470.434091,602.285218,393.233336,573.575545,479.084788,419.284358,433.772166,495.808031,851.521134,602.568576,452.963504
inSilico,,A,hiLIG2,6min,543.364068,744.005315,493.103751,589.562804,463.374704,478.513901,420.408064,605.631092,520.38888,609.31956,588.522093,467.159402,483.972191,584.761654,404.252088,519.40409,415.167435,817.628514,522.285997,653.821452
inSilico,,B,hiLIG2,6min,593.774682,773.904853,477.636887,614.699149,488.413129,575.789123,450.839035,542.352926,521.515391,520.841783,498.366462,451.029054,513.090125,594.088327,511.604572,559.375334,457.589533,828.071689,567.854458,579.207442
inSilico,,C,hiLIG2,6min,581.586991,610.933409,448.840868,553.112382,505.070323,445.903478,468.792631,551.727184,544.865653,557.158249,607.77371,442.641475,510.845111,547.853233,387.158507,522.037508,490.599715,824.604796,528.414642,695.151862
inSilico,INH1,A,loLIG2,6min,464.012475,550.195213,575.399677,535.674558,458.806066,422.079031,491.871374,489.838654,540.093867,631.247185,637.737271,416.070637,553.897191,552.72321,450.807496,525.785028,488.068897,819.03815,554.985135,453.432271
inSilico,INH1,B,loLIG2,6min,562.537312,540.9319,492.949839,609.843854,418.855619,460.434697,471.770788,568.892545,498.496393,455.537431,697.598721,456.930829,572.60497,466.980269,478.068399,457.960819,442.085377,857.013382,522.960424,465.876333
inSilico,INH1,C,loLIG2,6min,480.58232,469.913529,565.079211,589.686165,447.374888,516.244213,449.693142,559.907874,609.202969,566.324986,578.145357,499.137414,514.221002,450.152099,472.20107,412.485017,448.539987,864.457484,499.972232,505.633784
inSilico,INH1,A,hiLIG2,6min,538.262288,743.294403,427.926171,607.531059,483.367883,485.757719,582.516892,534.109187,511.091481,513.599621,555.998403,419.314902,494.342401,563.512937,456.346355,481.616084,482.474043,955.835258,620.906935,673.36563
inSilico,INH1,B,hiLIG2,6min,628.072559,702.275101,473.944016,608.1212,511.739061,472.903558,409.293131,580.242523,572.604107,592.981322,527.251775,445.667919,504.842178,573.172296,465.821284,469.362713,523.328751,909.171692,665.899544,670.278532
inSilico,INH1,C,hiLIG2,6min,532.422726,590.703658,444.91315,515.560403,510.09893,470.017875,531.212171,664.863741,581.449598,575.085916,475.488958,470.198477,513.462961,467.28982,398.233591,426.108832,521.773139,687.58737,572.959949,649.40651
inSilico,INH2,A,loLIG2,6min,505.208625,413.619157,472.07449,465.179689,416.755821,490.319106,447.207085,521.93835,730.523188,578.403165,513.007647,498.878178,565.843537,480.070684,506.726042,472.740753,435.213975,901.658252,524.70517,482.079003
inSilico,INH2,B,loLIG2,6min,447.333246,430.350467,436.450781,481.525144,434.41127,538.71802,433.185738,534.922267,538.889959,498.157755,562.999972,537.65907,566.913387,534.037835,475.564457,448.18452,476.851459,771.766488,476.858319,430.40989
inSilico,INH2,C,loLIG2,6min,527.940472,514.409327,474.510599,478.220697,477.789066,535.549206,542.033993,457.919699,476.71055,522.366793,510.365205,465.312735,565.983205,468.62137,466.422547,492.203117,435.639098,736.900396,542.035494,443.3349
inSilico,INH2,A,hiLIG2,6min,439.669448,416.23667,551.844708,637.549142,490.26968,496.622964,483.391725,708.79206,521.404106,508.704828,467.807907,470.521091,475.072902,533.148474,562.802925,520.957992,496.99231,846.153261,551.413601,470.374398
inSilico,INH2,B,hiLIG2,6min,510.574115,456.039432,487.752261,550.122292,439.524862,501.89704,439.676601,568.2786,539.051987,448.457992,489.643136,451.754516,566.70015,518.901774,550.242778,506.295538,481.411942,820.985828,470.727144,464.171036
inSilico,INH2,C,hiLIG2,6min,471.523085,506.548198,484.206214,478.447618,500.282828,439.673475,437.320566,633.996735,544.991648,437.309602,445.665761,561.461924,401.96574,464.206915,469.984954,518.481418,480.774218,732.837296,596.343498,466.244315
inSilico,INH3,A,loLIG2,6min,520.988099,489.682033,391.916445,575.933884,497.335228,1100.818929,527.99762,494.143442,528.378131,508.449321,635.300907,555.748305,557.706287,437.329114,483.125664,502.752483,469.042575,759.361412,464.599662,475.211442
inSilico,INH3,B,loLIG2,6min,603.72997,448.469363,441.594108,584.405385,461.462567,934.510137,485.9738,450.958934,553.750696,530.448361,553.211383,459.898907,456.65518,506.24831,493.615591,447.357681,373.803961,791.793494,481.391141,413.381478
inSilico,INH3,C,loLIG2,6min,624.302432,527.315708,469.522912,615.158341,491.542626,920.292331,437.440458,420.027955,536.744266,463.144759,576.028155,521.471291,584.246212,491.707077,503.714084,410.329605,423.538805,790.039277,491.680072,491.117045
inSilico,INH3,A,hiLIG2,6min,634.439139,726.20879,451.060344,488.737422,475.359593,868.444558,453.321184,497.606608,535.179892,590.618193,428.189349,447.172966,522.322063,458.892749,475.004757,478.684186,417.91914,731.207374,413.696156,708.255834
inSilico,INH3,B,hiLIG2,6min,592.451615,706.71927,481.961054,377.897847,513.654653,851.253592,442.605536,523.260784,502.453896,563.648167,616.82494,500.255486,511.377862,513.729921,453.625005,547.62002,476.234352,785.365419,474.379705,628.008494
inSilico,INH3,C,hiLIG2,6min,636.790335,727.69653,453.601914,466.428211,474.47665,874.026406,533.039573,478.565826,575.548053,595.599064,491.627893,423.422497,585.846469,447.171954,386.307957,494.538932,440.371538,902.252186,393.750353,724.954646
inSilico,,A,loLIG1+loLIG2,6min,604.560379,440.175335,514.177974,557.386978,560.804815,497.686815,483.061686,564.408634,573.797722,491.803849,542.34392,416.404796,520.341801,520.162593,499.504843,441.918837,388.571335,768.601155,575.49356,495.533587
inSilico,,B,loLIG1+loLIG2,6min,490.386526,485.44621,492.386837,611.416483,480.810653,485.556227,451.219694,579.474757,607.560656,438.437249,600.12931,557.414602,571.717917,511.054177,479.634323,447.531754,490.126671,696.351726,654.178164,478.852619
inSilico,,C,loLIG1+loLIG2,6min,607.032458,469.662869,551.109082,472.052093,499.634178,454.185745,521.438797,572.072889,605.957119,492.890922,647.719498,419.585681,548.536586,546.089123,460.728298,486.740633,452.680512,885.482324,593.009654,429.815116
inSilico,,A,hiLIG1+hiLIG2,6min,498.943261,430.646706,503.99561,512.889574,731.752084,431.804503,595.964099,1039.833557,493.179864,853.608512,545.191868,906.656459,532.183771,575.304388,903.682531,504.705386,1161.211303,810.878058,764.901411,593.058725
inSilico,,B,hiLIG1+hiLIG2,6min,626.35273,551.925856,466.649123,452.356508,748.768213,429.046669,606.971693,1144.830492,556.84617,835.014147,542.051511,803.806026,486.672561,556.430809,906.254279,444.915985,1153.22981,782.009692,717.251925,546.080624
inSilico,,C,hiLIG1+hiLIG2,6min,489.705133,443.109084,497.927177,488.341538,692.306079,541.639993,497.667572,985.301163,549.756134,824.470526,614.371629,868.436526,533.080158,549.153381,839.814571,538.050894,1148.885185,804.900019,816.599088,559.131113
inSilico,,A,hiLIG1+loLIG2,6min,584.744582,464.455519,515.428247,516.880864,751.229453,451.666112,580.583797,1204.378885,503.180654,460.925028,595.433655,681.636863,498.421792,532.465541,907.217024,474.504086,1106.362276,978.288663,841.644533,511.647593
inSilico,,B,hiLIG1+loLIG2,6min,600.836192,503.293483,529.060079,502.382377,742.738241,464.34883,421.682933,1109.497965,557.517225,503.522189,676.227997,905.433861,523.208876,614.559363,787.555865,467.73909,954.39875,844.426796,710.58915,425.10763
inSilico,,C,hiLIG1+loLIG2,6min,597.530308,522.953495,475.499939,467.691066,768.745118,423.473398,577.148011,1063.279697,480.498872,388.891318,543.62592,875.992438,467.747307,671.964599,757.586163,478.339566,1038.970855,855.11781,863.993919,527.884706
inSilico,,A,loLIG1+hiLIG2,6min,529.956813,748.656476,506.00637,605.296798,512.742152,469.765458,440.20135,572.823905,482.616999,572.752386,598.082787,492.984295,424.843549,506.602957,451.521094,429.204226,507.938002,773.051725,554.261042,689.335642
inSilico,,B,loLIG1+hiLIG2,6min,618.790333,688.972651,448.838005,615.942302,539.505866,469.121587,450.958312,609.983793,492.656133,517.338731,594.12523,460.06756,542.152669,475.602099,480.354675,486.844292,461.074708,941.296651,546.60806,714.325816
inSilico,,C,loLIG1+hiLIG2,6min,607.385579,800.70861,431.450751,590.306449,510.310134,391.496228,434.714273,703.935481,554.350536,709.649891,473.319257,544.726927,568.947744,536.967008,459.547947,409.347898,407.770713,802.18898,648.15182,643.037011
inSilico,,A,loLIG1,10min,591.393315,512.141082,400.978753,526.387867,532.860834,461.178322,422.574484,622.366931,652.210748,408.602232,600.046583,499.547991,513.008406,551.728948,500.680147,459.417125,476.950509,796.616319,593.171155,558.965365
inSilico,,B,loLIG1,10min,584.97967,542.783246,467.857483,582.094549,567.79793,499.723774,514.80246,543.431636,599.885892,488.089822,547.235064,446.810772,594.768951,536.734053,475.803071,446.123581,469.919718,724.174868,547.137993,471.490565
inSilico,,C,loLIG1,10min,580.195441,481.857836,426.672679,561.75287,519.144098,428.838051,373.512551,547.346259,601.03794,471.055094,612.314837,453.931818,465.701296,592.308051,463.250039,465.799757,475.1202,878.307562,579.209428,422.839086
inSilico,,A,hiLIG1,10min,539.987226,485.3502,454.02035,470.084625,681.648597,449.775997,527.970292,886.386973,561.670097,493.494405,575.131816,891.751103,558.134281,644.171282,910.089998,519.301711,1072.319712,795.52615,831.628678,483.125102
inSilico,,B,hiLIG1,10min,526.938146,486.222261,539.139512,552.434993,658.195569,451.922095,503.699328,732.527059,537.213118,495.88276,658.583034,856.147499,512.293453,639.29154,832.192674,392.579271,1031.256851,735.49102,949.088585,499.209226
inSilico,,C,hiLIG1,10min,585.655855,441.573173,433.007318,441.728386,732.512234,498.146802,557.97324,892.95526,539.916035,506.05556,627.434363,965.19478,556.315794,578.328939,867.010363,509.829849,1081.178487,758.315363,829.847891,508.310253
inSilico,INH1,A,loLIG1,10min,465.731253,521.107272,507.57902,490.139451,450.502673,528.018236,493.150982,559.823092,522.961827,512.899697,455.53993,457.001435,496.772648,465.175374,458.726635,582.290207,581.194842,775.191974,514.570318,488.29952
inSilico,INH1,B,loLIG1,10min,428.731171,469.112882,475.273676,557.172318,518.660099,452.217766,480.816739,488.765846,564.408521,473.673716,454.015841,505.888106,499.681428,494.776415,497.070677,527.143181,550.162854,769.201459,476.939955,431.664122
inSilico,INH1,C,loLIG1,10min,504.674612,386.452044,448.448922,478.670328,448.427529,597.400259,444.1818,620.906225,511.629086,521.219785,453.277883,409.802312,545.383009,518.146977,430.780246,501.739814,502.828691,841.60755,479.043377,572.381453
inSilico,INH1,A,hiLIG1,10min,599.481368,480.748818,520.880493,716.102601,498.331423,431.310203,518.198156,588.257396,584.952179,468.557469,645.506328,462.053498,524.483622,580.856783,397.792256,484.700901,517.567194,807.814752,544.535974,445.174182
inSilico,INH1,B,hiLIG1,10min,588.050969,427.539026,503.824336,632.215403,459.304734,430.166545,514.527422,614.554487,560.467505,459.884247,705.719009,469.970762,474.641708,582.710922,549.296472,583.932087,478.284955,770.435061,531.354518,451.273148
inSilico,INH1,C,hiLIG1,10min,567.065558,393.966414,437.383021,572.248289,501.400059,441.828462,484.236971,660.60587,598.40364,512.49584,572.679869,550.272881,532.427231,517.162577,482.111924,474.14191,507.644909,903.037052,577.680171,405.817978
inSilico,INH2,A,loLIG1,10min,406.329515,365.77843,572.053062,509.746986,497.36375,440.960513,467.976641,552.476768,528.572415,458.530663,448.639613,482.081881,470.36335,626.27856,530.476259,426.79801,502.644533,778.325431,495.199172,558.769821
inSilico,INH2,B,loLIG1,10min,404.186823,412.696883,480.889704,623.522685,501.353886,383.726985,402.932693,562.647308,613.742118,543.083892,428.546395,497.507069,628.910171,644.890851,421.376666,483.088616,516.848163,712.455894,428.151326,611.69521
inSilico,INH2,C,loLIG1,10min,466.095333,475.222886,482.920898,696.554911,535.464362,458.378061,462.378697,583.241483,591.338617,474.78516,426.024317,408.266069,584.171814,580.41671,510.770455,414.690027,568.270839,762.805136,557.122789,523.114346
inSilico,INH2,A,hiLIG1,10min,425.986046,478.378008,436.699939,425.1679,512.625977,508.497986,539.158568,728.924638,585.383527,504.89505,510.220422,920.248102,498.717566,561.968997,861.359824,432.933476,479.123453,824.075033,878.02784,555.186748
inSilico,INH2,B,hiLIG1,10min,493.176736,492.566052,459.229567,439.147779,405.829463,407.524803,472.681958,783.026909,497.254661,580.233952,440.030522,984.169296,552.988749,713.098383,833.784146,554.70025,489.084256,717.444449,810.919351,605.339346
inSilico,INH2,C,hiLIG1,10min,430.116625,456.09969,447.411528,535.136986,488.048331,468.075725,607.439344,719.142723,491.026548,383.992615,426.83871,955.026189,551.594448,599.520639,834.933756,504.529463,464.312774,801.155197,834.921577,470.541945
inSilico,INH3,A,loLIG1,10min,619.86533,483.647092,553.496409,407.182816,567.9086,653.928142,482.689932,446.941181,567.910296,468.329334,576.019915,443.353924,507.843544,445.21633,445.94382,594.899716,444.917759,842.204271,484.602937,469.016154
inSilico,INH3,B,loLIG1,10min,564.449045,472.42349,408.763915,426.914408,524.920812,646.572108,410.004933,445.601798,620.666943,451.534672,621.820123,462.484244,587.456446,557.803444,480.238618,525.308756,533.974039,798.01644,478.784224,542.018797
inSilico,INH3,C,loLIG1,10min,486.487793,460.181131,446.303985,492.823187,528.247786,741.71321,418.94993,481.466099,520.814008,511.138799,582.076784,454.600326,447.326002,361.081512,499.804347,482.611308,458.178954,748.56577,472.378845,551.99149
inSilico,INH3,A,hiLIG1,10min,530.440771,524.821861,441.700805,454.363058,898.769949,1198.620773,719.427329,476.652532,575.269768,541.843798,542.017859,770.635544,600.734413,424.305102,765.114335,423.778125,1092.291685,710.140108,489.218764,509.409773
inSilico,INH3,B,hiLIG1,10min,476.445729,525.862231,470.788722,515.562415,688.938058,959.03637,852.412151,450.930832,522.383784,535.20713,533.537314,686.162838,537.206039,482.557297,742.694902,507.68843,1165.88321,834.25753,456.918608,483.279161
inSilico,INH3,C,hiLIG1,10min,510.77695,519.8466,448.26201,499.972808,861.541541,1014.609918,867.001891,450.027218,555.892809,568.947882,548.733789,771.36517,510.22076,454.635372,774.06546,465.083201,1098.034963,881.117923,461.634485,614.898965
inSilico,,A,loLIG2,10min,530.785743,485.270569,398.125321,524.705882,487.162789,435.750819,449.702228,491.07906,590.364295,401.695416,744.644056,462.571807,558.625054,474.496709,492.553087,435.011544,520.206824,760.934516,530.094952,445.122985
inSilico,,B,loLIG2,10min,582.330079,490.104635,491.267942,561.986867,401.243946,478.592065,512.291617,531.262349,546.794491,580.325307,544.999699,496.752812,586.370136,489.089775,534.251151,535.771475,489.66414,863.145237,540.121116,440.661782
inSilico,,C,loLIG2,10min,632.303601,449.24391,449.765931,549.073523,413.107775,496.839197,426.275679,509.231083,576.155594,413.874439,534.013594,471.352183,532.507874,510.003184,470.172524,480.638443,590.904757,764.155949,585.210894,489.839482
inSilico,,A,hiLIG2,10min,497.955046,847.829129,550.479481,573.218327,472.776843,494.991342,424.452099,513.170827,418.111937,628.035103,505.500205,429.804075,515.265016,667.323477,431.478286,481.142376,491.067871,725.676336,605.157164,677.237541
inSilico,,B,hiLIG2,10min,686.750539,838.575096,448.743067,593.498441,460.889278,475.242396,475.25415,641.846594,502.146469,493.250699,557.293681,493.702984,571.367764,533.18536,419.169839,460.934991,500.090205,735.873699,644.02136,694.573996
inSilico,,C,hiLIG2,10min,694.935002,872.21229,472.074315,589.177787,403.228532,516.534299,405.202507,542.581233,543.751655,605.831278,500.711604,423.293434,495.994537,648.350683,511.608425,535.699714,493.015868,766.463387,474.666578,766.79146
inSilico,INH1,A,loLIG2,10min,613.93948,468.323227,423.424053,641.927898,464.030748,482.099191,399.705988,496.382266,552.288205,478.620147,532.528822,473.044201,468.877698,581.012033,483.053108,449.506266,426.586443,728.749217,490.925222,554.2373
inSilico,INH1,B,loLIG2,10min,502.347944,470.63871,551.351006,566.740785,484.52434,412.482945,394.82974,584.509074,551.80372,511.678764,568.318526,470.526794,538.388031,488.98662,451.103978,468.782695,468.961764,768.030846,492.576768,548.648843
inSilico,INH1,C,loLIG2,10min,662.75078,483.058755,478.429496,526.038063,489.518569,411.868428,489.655369,574.485034,512.674432,605.177557,613.724163,451.440435,587.886497,475.753725,475.580488,461.229935,497.6316,799.064096,456.352966,451.697337
inSilico,INH1,A,hiLIG2,10min,578.1664,775.548897,449.146084,606.497239,517.304258,465.711549,501.673915,576.810788,534.383853,545.350063,531.466074,451.249495,544.656283,562.956781,514.254227,436.965563,511.971857,793.594349,557.897193,655.539982
inSilico,INH1,B,hiLIG2,10min,563.311708,816.278822,482.686251,580.025503,489.633036,496.65548,421.672467,658.058266,507.283131,583.37101,589.422081,473.220027,493.131089,471.380754,447.367894,539.713453,498.10088,858.269543,539.704112,967.002532
inSilico,INH1,C,hiLIG2,10min,577.254932,859.886124,450.260016,588.83371,563.250404,454.097343,521.087193,573.752161,532.402462,529.723206,527.308116,430.929121,564.004056,538.095296,473.98578,381.117778,490.041253,820.528019,586.420354,758.842738
inSilico,INH2,A,loLIG2,10min,477.142231,456.404601,435.937121,508.858977,400.605449,564.886187,396.471701,586.278249,512.523011,450.142624,435.122944,419.267484,586.410908,492.501492,525.670012,431.116955,445.326159,775.561659,462.707068,481.140579
inSilico,INH2,B,loLIG2,10min,437.241874,441.953453,426.233883,482.728497,522.460079,523.318071,493.92738,586.262228,515.124736,475.595908,459.063641,441.957046,492.196914,455.293129,453.763095,444.470316,459.820168,829.09701,499.202997,477.242577
inSilico,INH2,C,loLIG2,10min,451.028748,486.171822,482.368126,470.975015,508.667192,482.402305,477.624397,618.819713,537.757059,538.120212,548.88061,383.109249,514.952688,457.038161,464.20659,550.167094,505.089469,729.781804,481.421568,418.572669
inSilico,INH2,A,hiLIG2,10min,439.874587,487.873458,434.808894,566.524587,492.223556,467.501502,453.960318,552.36539,498.23442,426.922514,554.765756,467.514308,559.07304,522.597648,546.462029,529.424487,519.374483,809.620045,615.599001,484.526706
inSilico,INH2,B,hiLIG2,10min,472.257915,451.018637,439.693094,511.13565,538.760406,400.983584,445.690044,568.161044,570.878061,498.183032,488.308859,449.601765,553.705187,428.819221,485.199457,480.821605,421.962708,696.936921,505.60592,483.437273
inSilico,INH2,C,hiLIG2,10min,517.461408,526.305217,486.968925,517.516665,417.970738,416.609981,397.875711,538.309168,569.157268,424.767818,514.569197,453.314136,516.45137,469.818638,559.307519,361.47682,535.863187,892.452043,552.864778,489.418922
